BBL,BOROUGH,BLOCK,ADDRESS,YEAR
20091003507501.0,MN,350,20 CLINTON STREET,2009
20091003500078.0,MN,350,180 STANTON STREET,2009
20091003501101.0,MN,350,VAZIO,2009
20091003500077.0,MN,350,182 STANTON STREET,2009
20091003500017.0,MN,350,283 EAST HOUSTON STREET,2009
20091003500023.0,MN,350,13 CLINTON STREET,2009
20091003500050.0,MN,350,6 CLINTON STREET,2009
20091003500007.0,MN,350,178 SUFFOLK STREET,2009
20091003500080.0,MN,350,176 STANTON STREET,2009
20091003500031.0,MN,350,164 STANTON STREET,2009
20091003500036.0,MN,350,156 STANTON STREET,2009
20091003500034.0,MN,350,160 STANTON STREET,2009
20091003500048.0,MN,350,10 CLINTON STREET,2009
20091003500079.0,MN,350,178 STANTON STREET,2009
20091003500002.0,MN,350,168 SUFFOLK STREET,2009
20091003500037.0,MN,350,154 STANTON STREET,2009
20091003500028.0,MN,350,23 CLINTON STREET,2009
20091003500071.0,MN,350,153 ATTORNEY STREET,2009
20091003500014.0,MN,350,273 EAST HOUSTON STREET,2009
20091003500054.0,MN,350,301 EAST HOUSTON STREET,2009
20091003500060.0,MN,350,313 EAST HOUSTON STREET,2009
20091003500001.0,MN,350,166 SUFFOLK STREET,2009
20091003500020.0,MN,350,293 EAST HOUSTON STREET,2009
20091003500004.0,MN,350,170 SUFFOLK STREET,2009
20091003500056.0,MN,350,305 EAST HOUSTON STREET,2009
20091003500055.0,MN,350,303 EAST HOUSTON STREET,2009
20091003500041.0,MN,350,26 CLINTON STREET,2009
20091003500006.0,MN,350,176 SUFFOLK STREET,2009
20091003500016.0,MN,350,279 EAST HOUSTON STREET,2009
20091003500029.0,MN,350,25 CLINTON STREET,2009
20091003500065.0,MN,350,165 ATTORNEY STREET,2009
20091003500066.0,MN,350,163 ATTORNEY STREET,2009
20091003500030.0,MN,350,168 STANTON STREET,2009
20091003500026.0,MN,350,19 CLINTON STREET,2009
20091003500068.0,MN,350,ATTORNEY STREET,2009
20091003500035.0,MN,350,158 STANTON STREET,2009
20091003500025.0,MN,350,17 CLINTON STREET,2009
20091003500018.0,MN,350,287 EAST HOUSTON STREET,2009
20091003500057.0,MN,350,309 EAST HOUSTON STREET,2009
20091003500033.0,MN,350,162 STANTON STREET,2009
20091003500046.0,MN,350,16 CLINTON STREET,2009
20091003500061.0,MN,350,315 EAST HOUSTON STREET,2009
20091003500067.0,MN,350,161 ATTORNEY STREET,2009
20091003500005.0,MN,350,SUFFOLK STREET,2009
20091003500047.0,MN,350,CLINTON STREET,2009
20091003500064.0,MN,350,171 ATTORNEY STREET,2009
20091003500051.0,MN,350,299 EAST HOUSTON STREET,2009
20091003500021.0,MN,350,9 CLINTON STREET,2009
20091003500012.0,MN,350,271 EAST HOUSTON STREET,2009
20091003500039.0,MN,350,30 CLINTON STREET,2009
20091003500075.0,MN,350,184 STANTON STREET,2009
20091003500069.0,MN,350,155 ATTORNEY STREET,2009
20091003500062.0,MN,350,317 EAST HOUSTON STREET,2009
20091003500008.0,MN,350,180 SUFFOLK STREET,2009
20091003500063.0,MN,350,173 ATTORNEY STREET,2009
20091003500073.0,MN,350,147 ATTORNEY STREET,2009
20091003510001.0,MN,351,62 ESSEX STREET,2009
20091003520028.0,MN,352,85 NORFOLK STREET,2009
20091003520001.0,MN,352,80 ESSEX STREET,2009
20091003530020.0,MN,353,121 RIVINGTON STREET,2009
20091003530042.0,MN,353,124 DELANCEY STREET,2009
20091003530028.0,MN,353,119 NORFOLK STREET,2009
20091003530083.0,MN,353,134 DELANCEY STREET,2009
20091003537501.0,MN,353,103 NORFOLK STREET,2009
20091003530054.0,MN,353,114 NORFOLK STREET,2009
20091003530041.0,MN,353,126 DELANCEY STREET,2009
20091003530051.0,MN,353,106 NORFOLK STREET,2009
