BBL,BOROUGH,BLOCK,ADDRESS,YEAR
20191003510001.0,MN,351,62 ESSEX STREET,2019
20191003527501.0,MN,352,125 DELANCEY STREET,2019
20191003530052.0,MN,353,108 NORFOLK STREET,2019
20191003530051.0,MN,353,106 NORFOLK STREET,2019
20191003530020.0,MN,353,121 RIVINGTON STREET,2019
20191003530049.0,MN,353,102 NORFOLK STREET,2019
20191003530043.0,MN,353,122 DELANCEY STREET,2019
20191003530083.0,MN,353,134 DELANCEY STREET,2019
20191003530060.0,MN,353,137 RIVINGTON STREET,2019
20191003530069.0,MN,353,99 SUFFOLK STREET,2019
20191003530042.0,MN,353,124 DELANCEY STREET,2019
20191003530059.0,MN,353,135 RIVINGTON STREET,2019
20191003530082.0,MN,353,134 DELANCEY STREET,2019
20191003530057.0,MN,353,131 RIVINGTON STREET,2019
20191003530023.0,MN,353,127 RIVINGTON STREET,2019
20191003530027.0,MN,353,121 NORFOLK STREET,2019
20191003530054.0,MN,353,107 SUFFOLK STREET,2019
20191003530044.0,MN,353,116 DELANCEY STREET,2019
20191003530022.0,MN,353,125 RIVINGTON STREET,2019
20191003530032.0,MN,353,111 NORFOLK STREET,2019
20191003537504.0,MN,353,100 NORFOLK STREET,2019
20191003537503.0,MN,353,115 NORFOLK STREET,2019
20191003530075.0,MN,353,140 DELANCEY STREET,2019
20191003537501.0,MN,353,103 NORFOLK STREET,2019
20191003530024.0,MN,353,129 RIVINGTON STREET,2019
20191003530034.0,MN,353,107 NORFOLK STREET,2019
20191003530079.0,MN,353,138 DELANCEY STREET,2019
20191003537502.0,MN,353,109 NORFOLK STREET,2019
20191003530040.0,MN,353,128 DELANCEY STREET,2019
20191003530080.0,MN,353,136 DELANCEY STREET,2019
20191003540018.0,MN,354,NORFOLK STREET,2019
20191003540001.0,MN,354,140 ESSEX STREET,2019
20191003540034.0,MN,354,126 RIVINGTON STREET,2019
20191003540038.0,MN,354,118 RIVINGTON STREET,2019
20191003540080.0,MN,354,145 STANTON STREET,2019
20191003540031.0,MN,354,128 RIVINGTON STREET,2019
20191003540014.0,MN,354,125 STANTON STREET,2019
20191003540015.0,MN,354,127 STANTON STREET,2019
20191003540029.0,MN,354,135 NORFOLK STREET,2019
20191003540022.0,MN,354,151 NORFOLK STREET,2019
20191003540028.0,MN,354,137 NORFOLK STREET,2019
20191003547501.0,MN,354,133 NORFOLK STREET,2019
20191003540108.0,MN,354,146 ESSEX STREET,2019
20191003540019.0,MN,354,NORFOLK STREET,2019
20191003540012.0,MN,354,121 STANTON STREET,2019
20191003540027.0,MN,354,139 NORFOLK STREET,2019
20191003540036.0,MN,354,122 RIVINGTON STREET,2019
20191003540037.0,MN,354,120 RIVINGTON STREET,2019
20191003540016.0,MN,354,STANTON STREET,2019
20191003540026.0,MN,354,141 NORFOLK STREET,2019
20191003540020.0,MN,354,153 NORFOLK STREET,2019
20191003550010.0,MN,355,164 ESSEX STREET,2019
20191003550065.0,MN,355,161 SUFFOLK STREET,2019
20191003550072.0,MN,355,148 STANTON STREET,2019
20191003550045.0,MN,355,182 NORFOLK STREET,2019
20191003550074.0,MN,355,144 STANTON STREET,2019
20191003550073.0,MN,355,146 STANTON STREET,2019
20191003550049.0,MN,355,245 EAST HOUSTON STREET,2019
20191003550038.0,MN,355,166 NORFOLK STREET,2019
20191003550069.0,MN,355,155 SUFFOLK STREET,2019
20191003550067.0,MN,355,157 SUFFOLK STREET,2019
20191003550061.0,MN,355,169 SUFFOLK STREET,2019
20191003550077.0,MN,355,138 STANTON STREET,2019
20191003550046.0,MN,355,184 NORFOLK STREET,2019
20191003550040.0,MN,355,170 NORFOLK STREET,2019
20191003550039.0,MN,355,168 NORFOLK STREET,2019
20191003550070.0,MN,355,152 STANTON STREET,2019
20191003550048.0,MN,355,188 NORFOLK STREET,2019
20191003550001.0,MN,355,126 STANTON STREET,2019
20191003550054.0,MN,355,255 EAST HOUSTON STREET,2019
20191003550044.0,MN,355,178 NORFOLK STREET,2019
20191003550071.0,MN,355,150 STANTON STREET,2019
20191003550051.0,MN,355,249 EAST HOUSTON STREET,2019
20191003550062.0,MN,355,167 SUFFOLK STREET,2019
20191003550041.0,MN,355,172 NORFOLK STREET,2019
20191003557501.0,MN,355,265 EAST HOUSTON STREET,2019
20191003550075.0,MN,355,142 STANTON STREET,2019
20191003550053.0,MN,355,253 EAST HOUSTON STREET,2019
20191003550052.0,MN,355,251 EAST HOUSTON STREET,2019
