BBL,BOROUGH,BLOCK,ADDRESS,YEAR
20201002320003.0,MN,232,440 BROADWAY,2020
20201002320004.0,MN,232,442 BROADWAY,2020
20201002320005.0,MN,232,444 BROADWAY,2020
20201002320001.0,MN,232,434 BROADWAY,2020
20201002320006.0,MN,232,446 BROADWAY,2020
20201002320008.0,MN,232,450 BROADWAY,2020
20201002320009.0,MN,232,452 BROADWAY,2020
20201002320011.0,MN,232,456 BROADWAY,2020
20201002320013.0,MN,232,125 GRAND STREET,2020
20201002320021.0,MN,232,32 HOWARD STREET,2020
20201002320023.0,MN,232,34 HOWARD STREET,2020
20201002327501.0,MN,232,129 GRAND STREET,2020
20201002320010.0,MN,232,454 BROADWAY,2020
20201002320012.0,MN,232,458 BROADWAY,2020
20201003460037.0,MN,346,60-66 NORFOLK STREET,2020
20201003460039.0,MN,346,DELANCEY STREET,2020
20201003460075.0,MN,346,43-65 SUFFOLK STREET,2020
20201003460095.0,MN,346,384 GRAND STREET,2020
20201003467501.0,MN,346,145 CLINTON STREET,2020
20201003460073.0,MN,346,VAZIO,2020
20201003460001.0,MN,346,50 NORFOLK STREET,2020
20201003460150.0,MN,346,145 CLINTON STREET,2020
20201003460175.0,MN,346,180 BROOME STREET,2020
20201003400001.0,MN,340,EAST HOUSTON STREET,2020
20201003410050.0,MN,341,426 GRAND STREET,2020
20201003410058.0,MN,341,410 GRAND STREET,2020
20201003410070.0,MN,341,131 BROOME STREET,2020
20201003410075.0,MN,341,157 BROOME STREET,2020
20201003410001.0,MN,341,460 GRAND STREET,2020
20201003410026.0,MN,341,440 GRAND STREET,2020
20201003420060.0,MN,342,132 BROOME STREET,2020
20201003420044.0,MN,342,DELANCEY STREET,2020
20201003420065.0,MN,342,142 BROOME STREET,2020
20201003430001.0,MN,343,80 ATTORNEY STREET,2020
20201003430043.0,MN,343,80 RIDGE STREET,2020
20201003430060.0,MN,343,67 PITT STREET,2020
20201003430062.0,MN,343,63 PITT STREET,2020
20201003430063.0,MN,343,61 PITT STREET,2020
20201003430065.0,MN,343,57 PITT STREET,2020
20201003430050.0,MN,343,203 RIVINGTON STREET,2020
20201003430070.0,MN,343,212 DELANCEY STREET,2020
20201003437501.0,MN,343,78 RIDGE STREET,2020
20201003430061.0,MN,343,65 PITT STREET,2020
20201003430066.0,MN,343,55 PITT STREET,2020
20201003430067.0,MN,343,53 PITT STREET,2020
20201003430068.0,MN,343,208 DELANCEY STREET,2020
20201003440001.0,MN,344,178 RIVINGTON STREET,2020
20201003440010.0,MN,344,189 STANTON STREET,2020
20201003440068.0,MN,344,85 PITT STREET,2020
20201003440069.0,MN,344,210 RIVINGTON STREET,2020
20201003440072.0,MN,344,206 RIVINGTON STREET,2020
20201003440073.0,MN,344,202 RIVINGTON STREET,2020
20201003440041.0,MN,344,114 RIDGE STREET,2020
20201003440043.0,MN,344,118 RIDGE STREET,2020
20201003440044.0,MN,344,120 RIDGE STREET,2020
20201003440060.0,MN,344,99 PITT STREET,2020
20201003440063.0,MN,344,97 PITT STREET,2020
20201003440064.0,MN,344,95 PITT STREET,2020
20201003440065.0,MN,344,93 PITT STREET,2020
20201003440066.0,MN,344,91 PITT STREET,2020
20201003440076.0,MN,344,106 RIDGE STREET,2020
20201003440152.0,MN,344,179 STANTON STREET,2020
20201003440154.0,MN,344,141 ATTORNEY STREET,2020
20201003440171.0,MN,344,170 RIVINGTON STREET,2020
20201003440046.0,MN,344,124 RIDGE STREET,2020
20201003440053.0,MN,344,138 RIDGE STREET,2020
20201003440067.0,MN,344,89 PITT STREET,2020
20201003440138.0,MN,344,68 CLINTON STREET,2020
20201003440139.0,MN,344,66 CLINTON STREET,2020
20201003440145.0,MN,344,48 CLINTON STREET,2020
20201003440157.0,MN,344,ATTORNEY STREET,2020
20201003440158.0,MN,344,ATTORNEY STREET,2020
20201003440168.0,MN,344,176 RIVINGTON STREET,2020
20201003440169.0,MN,344,174 RIVINGTON STREET,2020
20201003440170.0,MN,344,172 RIVINGTON STREET,2020
20201003440172.0,MN,344,168 RIVINGTON STREET,2020
20201003440173.0,MN,344,72 CLINTON STREET,2020
20201003447501.0,MN,344,50 CLINTON STREET,2020
20201003440013.0,MN,344,195 STANTON STREET,2020
20201003440017.0,MN,344,129 RIDGE STREET,2020
20201003440040.0,MN,344,110 RIDGE STREET,2020
20201003440054.0,MN,344,209 STANTON STREET,2020
20201003440056.0,MN,344,213 STANTON STREET,2020
20201003440146.0,MN,344,42 CLINTON STREET,2020
20201003440147.0,MN,344,40 CLINTON STREET,2020
20201003440148.0,MN,344,STANTON STREET,2020
20201003440149.0,MN,344,173 STANTON STREET,2020
20201003440150.0,MN,344,175 STANTON STREET,2020
20201003440151.0,MN,344,177 STANTON STREET,2020
20201003440153.0,MN,344,STANTON STREET,2020
20201003450034.0,MN,345,190 STANTON STREET,2020
20201003450035.0,MN,345,188 STANTON STREET,2020
20201003457501.0,MN,345,154 ATTORNEY STREET,2020
20201003450001.0,MN,345,VAZIO,2020
20201003450010.0,MN,345,172 ATTORNEY STREET,2020
20201003450012.0,MN,345,321 EAST HOUSTON STREET,2020
20201003450014.0,MN,345,325 EAST HOUSTON STREET,2020
20201003450017.0,MN,345,331 EAST HOUSTON STREET,2020
20201003450018.0,MN,345,333 EAST HOUSTON STREET,2020
20201003450036.0,MN,345,186 STANTON STREET,2020
20201003450048.0,MN,345,115 PITT STREET,2020
20201003450006.0,MN,345,162 ATTORNEY STREET,2020
20201003450007.0,MN,345,164 ATTORNEY STREET,2020
20201003450025.0,MN,345,151 RIDGE STREET,2020
20201003450026.0,MN,345,149 RIDGE STREET,2020
20201003450027.0,MN,345,147 RIDGE STREET,2020
20201003450002.0,MN,345,152 ATTORNEY STREET,2020
20201003450020.0,MN,345,155 RIDGE STREET,2020
20201003450024.0,MN,345,153 RIDGE STREET,2020
20201003450029.0,MN,345,200 STANTON STREET,2020
20201003457502.0,MN,345,196 STANTON STREET,2020
20201003450009.0,MN,345,168 ATTORNEY STREET,2020
20201003450011.0,MN,345,319 EAST HOUSTON STREET,2020
20201003450013.0,MN,345,323 EAST HOUSTON STREET,2020
20201003450058.0,MN,345,133 PITT STREET,2020
20201003470046.0,MN,347,DELANCEY STREET,2020
20201003477501.0,MN,347,175 DELANCEY STREET,2020
20201003470080.0,MN,347,150 BROOME STREET,2020
20201003480002.0,MN,348,98 SUFFOLK STREET,2020
