BBL,BOROUGH,BLOCK,ADDRESS,YEAR
20191002320009.0,MN,232,452 BROADWAY,2019
20191002320010.0,MN,232,454 BROADWAY,2019
20191002320008.0,MN,232,450 BROADWAY,2019
20191002320006.0,MN,232,446 BROADWAY,2019
20191002320004.0,MN,232,442 BROADWAY,2019
20191002320012.0,MN,232,458 BROADWAY,2019
20191002320011.0,MN,232,456 BROADWAY,2019
20191002320013.0,MN,232,125 GRAND STREET,2019
20191002320022.0,MN,232,32 HOWARD STREET,2019
20191002320023.0,MN,232,34 HOWARD STREET,2019
20191002320001.0,MN,232,434 BROADWAY,2019
20191002320005.0,MN,232,444 BROADWAY,2019
20191002320003.0,MN,232,440 BROADWAY,2019
20191002320021.0,MN,232,30 HOWARD STREET,2019
20191002327501.0,MN,232,129 GRAND STREET,2019
20191003460095.0,MN,346,384 GRAND STREET,2019
20191003460001.0,MN,346,50 NORFOLK STREET,2019
20191003460150.0,MN,346,145 CLINTON STREET,2019
20191003460037.0,MN,346,60 NORFOLK STREET,2019
20191003460075.0,MN,346,NORFOLK STREET,2019
20191003460039.0,MN,346,DELANCEY STREET,2019
20191003460175.0,MN,346,180 BROOME STREET,2019
20191003467501.0,MN,346,145 CLINTON STREET,2019
20191003400001.0,MN,340,EAST HOUSTON STREET,2019
20191003410026.0,MN,341,440 GRAND STREET,2019
20191003410070.0,MN,341,131 BROOME STREET,2019
20191003410001.0,MN,341,460 GRAND STREET,2019
20191003410050.0,MN,341,426 GRAND STREET,2019
20191003410075.0,MN,341,157 BROOME STREET,2019
20191003410058.0,MN,341,410 GRAND STREET,2019
20191003420060.0,MN,342,132 BROOME STREET,2019
20191003420065.0,MN,342,142 BROOME STREET,2019
20191003420044.0,MN,342,DELANCEY STREET,2019
20191003430043.0,MN,343,80 RIDGE STREET,2019
20191003437501.0,MN,343,78 RIDGE STREET,2019
20191003430063.0,MN,343,61 PITT STREET,2019
20191003430001.0,MN,343,80 ATTORNEY STREET,2019
20191003430060.0,MN,343,67 PITT STREET,2019
20191003430067.0,MN,343,53 PITT STREET,2019
20191003430050.0,MN,343,203 RIVINGTON STREET,2019
20191003430070.0,MN,343,212 DELANCEY STREET,2019
20191003430061.0,MN,343,65 PITT STREET,2019
20191003430062.0,MN,343,63 PITT STREET,2019
20191003430065.0,MN,343,57 PITT STREET,2019
20191003430066.0,MN,343,55 PITT STREET,2019
20191003430068.0,MN,343,208 DELANCEY STREET,2019
20191003440158.0,MN,344,ATTORNEY STREET,2019
20191003440157.0,MN,344,ATTORNEY STREET,2019
20191003440063.0,MN,344,97 PITT STREET,2019
20191003440173.0,MN,344,72 CLINTON STREET,2019
20191003440043.0,MN,344,118 RIDGE STREET,2019
20191003440168.0,MN,344,176 RIVINGTON STREET,2019
20191003440053.0,MN,344,138 RIDGE STREET,2019
20191003440056.0,MN,344,213 STANTON STREET,2019
20191003440001.0,MN,344,178 RIVINGTON STREET,2019
20191003440060.0,MN,344,99 PITT STREET,2019
20191003440169.0,MN,344,174 RIVINGTON STREET,2019
20191003440066.0,MN,344,91 PITT STREET,2019
20191003440065.0,MN,344,93 PITT STREET,2019
20191003440040.0,MN,344,110 RIDGE STREET,2019
20191003440046.0,MN,344,124 RIDGE STREET,2019
20191003440170.0,MN,344,172 RIVINGTON STREET,2019
20191003440041.0,MN,344,114 RIDGE STREET,2019
20191003440067.0,MN,344,89 PITT STREET,2019
20191003440146.0,MN,344,42 CLINTON STREET,2019
20191003440017.0,MN,344,129 RIDGE STREET,2019
20191003440073.0,MN,344,202 RIVINGTON STREET,2019
20191003440152.0,MN,344,179 STANTON STREET,2019
20191003440139.0,MN,344,66 CLINTON STREET,2019
20191003440138.0,MN,344,68 CLINTON STREET,2019
20191003440145.0,MN,344,48 CLINTON STREET,2019
20191003440147.0,MN,344,40 CLINTON STREET,2019
20191003440172.0,MN,344,168 RIVINGTON STREET,2019
20191003440044.0,MN,344,120 RIDGE STREET,2019
20191003440064.0,MN,344,95 PITT STREET,2019
20191003447501.0,MN,344,50 CLINTON STREET,2019
20191003440010.0,MN,344,189 STANTON STREET,2019
20191003440149.0,MN,344,173 STANTON STREET,2019
20191003440069.0,MN,344,210 RIVINGTON STREET,2019
20191003440150.0,MN,344,175 STANTON STREET,2019
20191003440171.0,MN,344,170 RIVINGTON STREET,2019
20191003440076.0,MN,344,106 RIDGE STREET,2019
20191003440154.0,MN,344,141 ATTORNEY STREET,2019
20191003440148.0,MN,344,STANTON STREET,2019
20191003440151.0,MN,344,177 STANTON STREET,2019
20191003440072.0,MN,344,206 RIVINGTON STREET,2019
20191003440068.0,MN,344,85 PITT STREET,2019
20191003440054.0,MN,344,209 STANTON STREET,2019
20191003440013.0,MN,344,195 STANTON STREET,2019
20191003440153.0,MN,344,STANTON STREET,2019
20191003450006.0,MN,345,162 ATTORNEY STREET,2019
20191003450010.0,MN,345,172 ATTORNEY STREET,2019
20191003450035.0,MN,345,188 STANTON STREET,2019
20191003450026.0,MN,345,149 RIDGE STREET,2019
20191003450014.0,MN,345,325 EAST HOUSTON STREET,2019
20191003450018.0,MN,345,333 EAST HOUSTON STREET,2019
20191003450017.0,MN,345,331 EAST HOUSTON STREET,2019
20191003450034.0,MN,345,190 STANTON STREET,2019
20191003450024.0,MN,345,153 RIDGE STREET,2019
20191003450002.0,MN,345,152 ATTORNEY STREET,2019
20191003450036.0,MN,345,186 STANTON STREET,2019
20191003450020.0,MN,345,155 RIDGE STREET,2019
20191003450027.0,MN,345,147 RIDGE STREET,2019
20191003450029.0,MN,345,200 STANTON STREET,2019
20191003450025.0,MN,345,151 RIDGE STREET,2019
20191003450058.0,MN,345,133 PITT STREET,2019
20191003450009.0,MN,345,168 ATTORNEY STREET,2019
20191003450013.0,MN,345,323 EAST HOUSTON STREET,2019
20191003450011.0,MN,345,319 EAST HOUSTON STREET,2019
20191003450001.0,MN,345,148 ATTORNEY STREET,2019
20191003450012.0,MN,345,321 EAST HOUSTON STREET,2019
20191003457501.0,MN,345,154 ATTORNEY STREET,2019
20191003450007.0,MN,345,164 ATTORNEY STREET,2019
20191003450048.0,MN,345,115 PITT STREET,2019
20191003457502.0,MN,345,196 STANTON STREET,2019
20191003470046.0,MN,347,DELANCEY STREET,2019
20191003470080.0,MN,347,150 BROOME STREET,2019
20191003477501.0,MN,347,175 DELANCEY STREET,2019
20191003480005.0,MN,348,104 SUFFOLK STREET,2019
20191003480069.0,MN,348,85 ATTORNEY STREET,2019
20191003480013.0,MN,348,147 RIVINGTON STREET,2019
20191003480012.0,MN,348,120 SUFFOLK STREET,2019
20191003480067.0,MN,348,87 ATTORNEY STREET,2019
20191003480064.0,MN,348,95 ATTORNEY STREET,2019
